CytScore.log2,Taxane.MitosisScore,Taxane.CeramideScore,Taxane.FinalScore,STAT1.gsva,GGI.gsva,GEP.gsva,ESC.gsva,STAT1.ssgsea.norm,GGI.ssgsea.norm,GEP.ssgsea.norm,ESC.ssgsea.norm,STAT1.ssgsea.notnorm,GGI.ssgsea.notnorm,ESC.ssgsea.notnorm,Swanton.MitosisScore,Swanton.CeramideScore,Swanton.PaclitaxelScore,B2M,TAP1,TAP2,HLA.A,HLA.B,HLA.C,HLA.DPA1,HLA.DPB1,HLA.E,HLA.F,PD.1,CTLA.4,LAG3,TIGIT,TIM3,PD.L1,PD.L2,CD27,ICOS,IDO1,TIDE.Dysfunction,TIDE.Exclusion,TIDE.MDSC,TIDE.CAF,TIDE.TAM.M2,TIDE.IFNG,TIDE.CD274,TIDE.CD8
1.659,1.778075154,4.389020176,-2.610945022,-0.424,-0.695,-0.481,-0.523,1.383,1.357,1.396,1.635,19761.507,19381.697,23362.761,1.778075154,4.389020176,-2.610945022,5.33969,2.23031,1.07028,4.66597,4.94217,4.77977,3.61987,3.61257,4.12172,2.24902,0.29691,-0.07978,0.18394,0.30644,-1.75902,-0.15785,-1.09604,0.30802,-0.19984,-0.1658,-0.24,1.43,-0.05,0.29,0.02,-1.57,-1.18,-2.03
2.238,4.168004541,4.999613224,-0.831608683,-0.391,0.456,-0.392,0.429,1.38,1.557,1.467,1.704,19722.695,22251.842,24343.425,4.168004541,4.999613224,-0.831608683,4.69814,2.22538,0.96064,3.95376,4.27428,4.14221,3.14692,3.29647,3.64799,1.70474,0.09025,-0.86484,-0.72367,-0.30378,-1.4966,-0.71854,-1.18862,0.59712,0.37979,-0.76825,-1.18,0.91,0.05,0.12,-0.01,-0.25,0.21,-1.56
6.288,3.814427021,4.603860315,-0.789433294,0.699,0.371,0.831,0.383,1.712,1.57,1.808,1.715,24462.921,22425.723,24497.048,3.814427021,4.603860315,-0.789433294,5.52863,3.34686,1.68989,4.96764,5.32187,5.06957,4.01257,4.12507,4.58494,2.88085,-1.43606,-1.39241,-1.35165,-1.62213,-1.61109,-1.0934,-1.50969,2.78802,1.4037,-1.99575,0.57,-1.89,-0.11,-0.16,-0.01,1.29,0.68,1.86
3.377,4.871349879,5.312064671,-0.440714792,0.296,0.483,-0.108,0.378,1.498,1.595,1.481,1.715,21394.887,22789.203,24503.812,4.871349879,5.312064671,-0.440714792,4.73803,2.15723,1.45799,4.14971,4.26806,3.79344,3.31931,3.35113,3.69392,2.1261,-0.22922,-0.6672,-0.28598,-0.31557,-1.91441,-0.73637,-1.2721,0.83072,0.54112,-0.57258,-0.98,1.15,0.01,0.22,-0.04,-0.79,0.33,-1.82
3.731,4.738071251,4.176200675,0.561870575,0.533,0.567,0.533,0.475,1.584,1.674,1.69,1.753,22635.732,23917.807,25039.566,4.738071251,4.176200675,0.561870575,5.55471,3.16106,1.729,4.58643,4.90191,4.52047,3.68083,3.69349,3.99676,2.01185,-0.36457,-1.18324,-1.53098,-0.33429,-1.77243,-1.6222,-1.54834,1.64629,0.5989,-2.28344,-1.02,-1.08,0,-0.1,-0.07,0.29,1.58,-1.54
4.466,3.687851556,5.782798527,-2.094946971,0.436,-0.341,0.401,0.219,1.518,1.43,1.58,1.662,21688.103,20435.351,23748.956,3.687851556,5.782798527,-2.094946971,4.83,2.53602,1.48741,4.36025,4.33581,3.89178,3.41804,3.33045,3.82279,2.09616,-0.34333,-0.96873,-0.36453,-0.75043,-1.60525,-0.76278,-1.14556,1.34007,0.81239,-0.40898,-0.86,0.12,-0.04,0.08,-0.01,-0.28,0.37,0.33
3.763,3.116701788,4.420269853,-1.303568065,0.508,0,0.326,0.26,1.564,1.51,1.568,1.688,22340.947,21577.971,24110.111,3.116701788,4.420269853,-1.303568065,5.02692,2.77838,1.29318,4.26322,4.59753,4.70509,2.77342,3.05243,4.06808,2.28407,-0.56494,-0.96565,-0.57913,-0.59786,-1.40767,-0.49934,-0.78022,1.82234,0.87648,-0.78237,-0.18,-1.07,-0.02,-0.14,0,-0.44,-0.36,-0.25
3.205,5.162776806,5.36230693,-0.199530124,-0.39,0.548,-0.405,0.472,1.397,1.641,1.496,1.737,19954.693,23443.555,24820.578,5.162776806,5.36230693,-0.199530124,4.72475,2.24669,0.85401,4.0687,4.42367,4.05585,2.57739,2.93989,3.54243,1.73674,-0.2685,-0.66068,-0.58726,-0.42169,-1.08248,-0.2335,-0.47682,1.2613,0.57889,-0.44111,-1.34,0.49,0.07,-0.01,0.02,-1.03,-0.87,-0.54
4.151,2.745574243,5.644066106,-2.898491863,0.227,-0.546,0.298,-0.259,1.483,1.42,1.574,1.649,21190.76,20286.308,23558.687,2.745574243,5.644066106,-2.898491863,4.94492,2.53462,1.27811,4.3105,4.86998,4.59043,3.20656,3.4059,3.89244,2.04671,-0.24524,-0.4628,-0.25978,-0.28993,-1.51658,-1.30198,-0.94247,1.44207,0.3931,-0.4497,-0.18,-0.85,-0.1,-0.02,0.01,-0.92,1.2,-0.7
4.019,3.356033513,5.194587603,-1.83855409,0.543,-0.247,0.481,0.168,1.581,1.48,1.636,1.689,22586.773,21148.142,24129.073,3.356033513,5.194587603,-1.83855409,5.50724,2.51292,1.30286,4.33785,4.96373,4.40756,3.95836,3.78513,4.05029,2.47198,-0.14037,-0.97631,-0.14907,-0.73947,-2.18437,-0.65248,-1.39698,1.56556,0.79794,-1.32751,-1.05,-0.36,-0.13,0.1,0,0.4,-0.11,0.16
6.007,3.754727849,5.020244319,-1.265516471,0.751,0.371,0.879,0.479,1.726,1.569,1.829,1.727,24655.402,22417.399,24666.948,3.754727849,5.020244319,-1.265516471,5.86328,3.47071,1.84262,5.00441,5.42163,4.92083,4.07818,3.98263,4.39305,2.75822,-1.10249,-1.5379,-1.33937,-1.56296,-1.73142,-1.34106,-1.67125,2.537,1.74533,-2.09558,-0.07,-2.27,-0.11,-0.18,-0.06,1.75,1.14,2.22
7.686,5.026712464,4.10588158,0.920830884,0.795,0.515,0.815,0.476,1.774,1.652,1.912,1.745,25342.119,23600.437,24926.426,5.026712464,4.10588158,0.920830884,5.46684,4.23262,2.4428,5.38434,5.4731,5.22297,3.89191,3.89289,4.47711,3.5989,-1.9307,-1.85015,-2.63906,-1.83766,-2.13851,-2.2488,-2.02829,2.52079,1.95772,-3.93634,-0.17,-2.2,-0.04,-0.19,-0.12,3.04,3.26,2.45
2.458,2.634024552,4.906346434,-2.272321881,-0.464,-0.313,-0.638,-0.132,1.37,1.475,1.413,1.664,19579.522,21073.801,23768.461,2.634024552,4.906346434,-2.272321881,4.85831,2.10098,0.79604,3.77533,4.24968,4.17514,3.32263,3.39865,3.8447,1.60741,0.08868,-0.04652,0.10873,0.12389,-1.07114,-0.02378,-0.60789,0.76505,-0.12772,0.01992,-1.1,-0.48,-0.05,-0.05,0.04,-2.12,-1.47,-1.98
1.483,4.407129739,4.380205015,0.026924724,-0.334,0.637,-0.403,0.446,1.418,1.661,1.466,1.752,20263.037,23736.247,25024.43,4.407129739,4.380205015,0.026924724,4.90382,2.31351,0.90487,4.20929,4.57027,4.36778,3.65189,3.58352,3.71779,2.09554,-0.00022,-0.27175,-1.34524,-0.16418,-1.73537,-0.35617,-1.0661,0.54169,0.24401,-0.21859,-1.46,0.03,0.02,-0.02,0.02,-1.26,-0.76,-2.28
3.603,3.659835844,4.692019036,-1.032183192,0.443,0.258,0.528,0.34,1.521,1.54,1.618,1.696,21734.902,22004.81,24224.737,3.659835844,4.692019036,-1.032183192,5.14611,2.83031,1.35507,4.48232,4.99011,4.60843,3.64027,3.88033,4.07176,2.25982,-0.57371,-0.67032,-1.09168,-0.5565,-1.70863,-0.69273,-1.04263,1.64593,0.44832,-0.90312,-0.44,-0.23,-0.04,0.01,0.01,-0.1,-0.02,-0.5
3.677,3.554259105,4.573910402,-1.019651297,-0.439,0.099,-0.458,-0.042,1.415,1.561,1.5,1.71,20217.062,22301.171,24426.271,3.554259105,4.573910402,-1.019651297,5.36185,2.15824,0.88675,4.16831,4.65146,4.19572,3.32839,3.46561,3.90738,1.7067,0.11358,-0.08509,-0.54638,0.02914,-1.76591,-0.25596,-1.31358,0.49783,0.06919,-0.28722,-0.81,1.48,0.02,0.21,0.02,-1.56,-1.08,-0.49
5.199,2.817255234,5.113926183,-2.296670949,0.349,-0.565,0.485,-0.275,1.568,1.397,1.682,1.651,22401.256,19961.184,23587.361,2.817255234,5.113926183,-2.296670949,5.28772,2.73585,1.36436,4.22541,4.65184,4.39156,3.74854,3.86156,4.24864,2.19936,-0.81079,-1.16857,-0.45301,-1.06749,-1.29608,-0.6913,-1.3187,2.10103,1.11387,-1.41875,-0.48,-0.73,-0.13,0.01,0.03,0.37,-0.07,0.73
4.985,3.535678753,4.923016856,-1.387338103,0.645,0.411,0.748,0.168,1.65,1.59,1.738,1.712,23577.404,22718.062,24457.361,3.535678753,4.923016856,-1.387338103,5.39469,2.74114,1.50477,4.721,5.02807,4.75416,3.82902,3.91008,4.39738,2.45284,-0.76915,-1.45399,-1.04394,-1.16936,-1.80639,-0.77613,-1.59374,2.11764,1.29993,-1.52291,0.49,-0.77,-0.08,0,-0.02,0.45,0,0.73
4.984,4.410031732,5.626386438,-1.216354707,-0.005,0.351,-0.164,0.249,1.487,1.537,1.589,1.68,21238.051,21956.327,24004.645,4.410031732,5.626386438,-1.216354707,4.45348,2.13234,1.25624,3.70044,4.04552,3.61336,2.89903,3.06629,3.65036,1.81274,-0.77773,-1.06615,-0.8245,-0.85326,-1.05247,-0.80133,-0.91536,1.70854,0.94244,-1.27581,-0.84,-0.13,0,-0.05,0.03,0.52,0.58,0.86
5.612,4.580190637,3.943675335,0.636515302,0.628,0.621,0.658,0.418,1.625,1.667,1.754,1.743,23213.202,23815.568,24907.1,4.580190637,3.943675335,0.636515302,5.32959,3.38165,1.90499,4.9383,5.07758,4.62548,3.65521,3.68193,4.19409,2.67287,-1.27529,-1.13279,-1.29654,-1.21587,-1.60579,-1.15962,-1.39468,2.2828,1.09608,-1.64002,-0.81,-1.61,-0.03,-0.2,-0.02,1.08,0.94,1.11
5.833,4.329016137,3.942528777,0.38648736,0.699,0.453,0.713,0.452,1.694,1.629,1.804,1.75,24208.311,23278.232,24997.984,4.329016137,3.942528777,0.38648736,5.34343,3.32217,2.19723,5.06788,5.2765,4.78416,3.68613,3.68849,4.30545,3.07582,-1.64403,-1.35643,-2.20227,-1.32831,-1.96725,-1.30632,-1.33301,2.25538,1.15321,-1.70755,-0.07,-2.17,-0.05,-0.21,-0.07,0.56,0.98,1.29
2.802,4.13945597,5.953009685,-1.813553715,-0.364,0.224,-0.542,0.095,1.379,1.523,1.404,1.672,19701.663,21752.965,23894.127,4.13945597,5.953009685,-1.813553715,4.836,2.46437,1.19318,4.10807,4.14799,4.12775,2.90488,2.93467,3.675,1.66724,-0.14423,-0.23726,0.12553,-0.22687,-1.03517,-0.84463,-0.45541,0.87238,0.29652,-0.21494,-1.12,0.14,0.01,-0.04,0.05,-1.29,0.45,-0.51
2.866,3.650047516,6.103642328,-2.453594812,-0.442,0.173,-0.779,0.01,1.33,1.505,1.34,1.656,19001.47,21502.316,23662.101,3.650047516,6.103642328,-2.453594812,4.42111,1.80038,0.76512,3.53756,3.75459,3.63887,3.00366,2.92,3.15473,1.62066,0.32072,-0.03669,-0.44631,0.03727,-1.19353,-0.02498,-0.31782,0.55493,-0.08446,-0.17016,-1.23,-0.71,-0.01,-0.12,0.03,-1.39,-1.2,-0.83
3.143,3.585744618,4.868113006,-1.282368387,-0.521,0.198,-0.697,-0.034,1.368,1.566,1.459,1.695,19543.117,22374.726,24214.32,3.585744618,4.868113006,-1.282368387,4.51543,1.64644,0.70648,3.75364,4.17033,3.72767,3.25393,3.4749,3.84456,1.48325,-0.31348,-0.04806,-0.10695,-0.08679,-0.92053,-0.09542,-0.31641,1.54077,0.11648,0.01852,-0.72,-0.11,-0.01,-0.07,0.08,-2.24,-1.32,-0.48
4.07,2.101367137,4.49474637,-2.393379233,0.564,-0.798,0.494,-0.552,1.613,1.321,1.668,1.633,23038.198,18879.405,23329.823,2.101367137,4.49474637,-2.393379233,5.42085,2.64631,1.47638,4.55078,4.9933,4.70154,3.68618,3.687,4.20387,2.35994,-0.56563,-1.18686,-0.68576,-1.09708,-1.72439,-0.97881,-1.35615,2.06565,1.13397,-0.99882,0.21,-0.1,-0.13,0.16,-0.01,-0.23,0.36,0
4.227,3.025337629,5.115180839,-2.08984321,0.256,-0.522,0.351,-0.376,1.523,1.457,1.604,1.661,21752.603,20816.188,23723.708,3.025337629,5.115180839,-2.08984321,5.01954,2.28102,1.10407,4.11538,4.63017,4.42032,3.81432,3.92472,4.11548,2.01175,-0.35628,-0.6689,-0.40781,-0.54266,-1.79812,-0.48288,-1.05409,1.87767,0.67778,-0.35405,0.24,0.35,-0.1,0.17,0.01,-0.96,-0.5,0.03
4.158,3.449424624,5.234946713,-1.785522089,0.336,-0.216,0.246,0.007,1.536,1.489,1.611,1.685,21944.685,21278.079,24074.553,3.449424624,5.234946713,-1.785522089,4.91427,2.52181,1.54612,4.04076,4.4324,4.08014,3.28529,3.47053,3.87634,2.13185,-0.37155,-1.07788,-0.75375,-0.9104,-1.34553,-0.62745,-1.15565,1.73116,0.8696,-1.26313,-0.34,0.55,-0.03,0.1,0.03,-0.01,-0.07,0.04
2.671,3.868864342,4.517540184,-0.648675843,0.138,0.249,-0.375,0.029,1.5,1.573,1.515,1.718,21434.433,22472.038,24541.207,3.868864342,4.517540184,-0.648675843,5.43139,2.71561,1.4596,4.22591,4.83106,4.66034,2.98887,3.18844,3.9312,2.12381,0.0371,-0.51246,-0.34926,-0.48462,-1.36239,-0.503,-0.72876,0.9085,0.47545,-0.57124,-1.3,0.79,0.04,0.09,0.02,-1,-0.62,-1.48
3.68,1.318846092,4.673650502,-3.35480441,-0.2,-0.756,-0.176,-0.395,1.456,1.274,1.542,1.622,20795.105,18196.724,23177.595,1.318846092,4.673650502,-3.35480441,5.06315,2.03267,1.06736,4.13223,4.52308,4.27522,3.67523,3.99121,4.34209,1.90933,-0.02518,-0.42187,0.03483,-0.15616,-1.66938,-0.24697,-1.05962,1.72191,0.18389,-0.18991,-0.24,-0.18,-0.15,0.09,0.06,-1.45,-0.99,-0.87
5.759,4.941640947,4.259456153,0.682184793,0.624,0.606,0.71,0.579,1.635,1.698,1.779,1.777,23363.25,24265.341,25391.756,4.941640947,4.259456153,0.682184793,5.41767,3.55245,2.11687,4.81218,5.18787,4.83797,3.41507,3.58403,4.32568,2.65797,-1.33154,-1.47086,-1.5966,-1.16913,-1.70383,-1.33245,-1.20572,2.54779,1.2204,-3.02942,-0.38,-0.46,0.05,-0.06,-0.07,1.59,1.08,0.85
2.991,2.658605223,4.985197003,-2.32659178,-0.601,-0.515,-0.557,0.086,1.328,1.442,1.453,1.675,18969.804,20604.982,23935.952,2.658605223,4.985197003,-2.32659178,4.47668,2.08154,1.04677,3.64293,3.94201,3.81787,2.48193,2.774,3.7977,1.52829,-0.03484,-0.22716,0.04626,-0.04363,-0.69506,-0.0251,-0.30954,0.92726,-0.08196,-0.85009,-0.98,0.4,0.04,-0.02,0.06,-1.61,-1.4,-1.25
6.108,3.569114192,5.640649935,-2.071535743,0.542,0.276,0.739,0.154,1.612,1.514,1.781,1.665,23032.844,21625.145,23794.577,3.569114192,5.640649935,-2.071535743,5.0959,2.71471,1.3886,4.20613,4.59215,4.16001,3.63558,3.77995,4.05659,2.31549,-1.47435,-1.62247,-1.26636,-1.51248,-1.75048,-1.20396,-1.61754,2.31832,1.42824,-1.8153,-0.1,-2.03,-0.13,-0.15,-0.03,1.46,1.15,1.61
4.713,3.474039613,4.874153681,-1.400114069,0.575,-0.21,0.616,-0.459,1.622,1.557,1.757,1.679,23166.901,22242.934,23987.048,3.474039613,4.874153681,-1.400114069,5.38666,3.00208,1.67853,4.73951,4.95163,4.40007,3.99316,4.07908,4.29688,2.4875,-1.52646,-1.30571,-1.67067,-1.11642,-1.74262,-1.01123,-1.29331,2.29871,0.78633,-1.64037,0.76,-2.96,-0.15,-0.25,-0.04,0.44,0.25,0.76
4.587,3.593486197,4.232335998,-0.6388498,0.597,-0.256,0.536,0.092,1.624,1.507,1.673,1.694,23194.997,21523.403,24204.206,3.593486197,4.232335998,-0.6388498,5.20773,2.86463,1.67658,4.44888,4.83811,4.63361,3.29855,3.37099,4.16467,2.42816,-1.14192,-1.26291,-0.93713,-1.25702,-1.54368,-1.11018,-1.26025,2.30753,1.2062,-1.72286,0.04,-0.28,-0.04,0.04,-0.04,0.54,0.8,-0.62
1.31,3.769007445,5.062719134,-1.293711689,-0.562,0.531,-0.755,0.48,1.318,1.6,1.305,1.726,18836.927,22853.346,24658.781,3.769007445,5.062719134,-1.293711689,4.65837,2.2007,0.85063,3.82132,4.15358,3.96418,2.58063,2.79906,3.2257,1.46904,0.37798,0.46678,0.14195,0.44905,-1.15917,-0.39037,-0.39514,0.18088,-0.32786,0.18982,-1.91,0.8,0.08,0.01,0.05,-2.27,-0.73,-1.8
3.03,3.98890441,4.932766079,-0.943861669,-0.158,0.115,0.177,0.101,1.435,1.526,1.57,1.684,20496.763,21806.775,24065.33,3.98890441,4.932766079,-0.943861669,5.123,2.5282,1.24118,4.27216,4.69724,4.42173,3.3619,3.49526,3.83166,2.10991,-0.3468,-0.87793,-0.2757,-0.51291,-1.6124,-0.60435,-1.20202,1.43652,0.65637,-1.21847,-0.89,1.27,0.01,0.2,0.01,0.26,-0.09,-0.86
2.476,2.260586483,4.116438651,-1.855852168,-0.219,-0.58,-0.571,-0.533,1.491,1.491,1.489,1.694,21305.693,21305.097,24206.821,2.260586483,4.116438651,-1.855852168,5.80247,2.38419,1.69138,4.2857,4.92,4.355,3.32502,3.56049,4.48365,1.91233,0.36819,-0.13222,0.0003,-0.20333,-0.77759,-0.16607,-0.53932,1.01533,0.19897,-1.15681,-0.67,-0.59,-0.03,-0.09,0.05,-1.88,-1.43,-1.97
0.631,3.128013692,5.168895818,-2.040882126,-0.71,-0.468,-0.835,-0.233,1.211,1.468,1.255,1.694,17296.09,20978.724,24205.053,3.128013692,5.168895818,-2.040882126,4.54468,1.69744,0.83483,3.57882,4.02699,3.7358,2.29908,2.53766,3.24294,1.30074,0.39211,0.25288,-0.17682,0.18693,-0.62959,-0.1053,-0.11325,0.19102,-0.30531,-0.28824,-1.68,1.1,0.06,0.06,0.08,-2.27,-1.3,-2.36
4.974,5.227968967,4.604267306,0.623701661,0.594,0.633,0.527,0.517,1.616,1.696,1.69,1.753,23089.803,24230.711,25049.47,5.227968967,4.604267306,0.623701661,5.05147,3.38227,1.4871,5.00605,5.16548,4.71448,3.53616,3.42022,4.19009,1.93823,-0.59106,-1.22197,-1.10899,-0.95417,-1.70351,-1.1603,-1.29294,1.65979,1.14254,-1.61175,-1.28,-0.94,0.01,-0.12,-0.03,1.04,1.06,1.14
