SLC7A2,PRSS3,PHF21B,FGF10,EPHA8,TRPM5,SLC6A15,PTGS2,SPAG6,SLC4A4,IL12RB2,PGR,OPRK1,NKAIN1,CHGB,ESR1,KRT31,IGFALS,SEZ6L,CABP7,PVALB,COCH,CHGA,RIMS4,PRSS33,SLC6A2,OCA2,TGM5,EPHX3,TFPI2,RLN2,ATRNL1,RUNDC3A,KRT37,SLC6A4,CWH43,NMU,CCKBR,RBM24,STC2,PEX5L,CCL20,KISS1R,TPSG1,CA14,GRIA2,CHRNA2,MATN4,C20orf85,EREG,SCGB1D2,SCGB2A1,PCSK2,TNNI3,NXNL2,BARX1,RTBDN,RGS22,MYBPH,BEX1,GSTM5,CSN2,CGA,KRT121P,EMX1,PAX3,SCEL,CHAD,FGFBP1,SIX3,PCDH10,BMPR1B,ASCL1,SSTR1,NOVA1,HDC,RHCG,CHST4,CBLN2,IL19,FBN3,KLK3,HORMAD1,SCN1A,UNC80,TRPM8,AGTR1,AC062028.1,GLRA3,SLC25A48,GFRA3,ARHGAP36,MAGEA4,RGR,DRD2,MKX,SPATA4,FSIP1,GFRA1,TUBA3E,OLAH,CPB1,ANKFN1,MAGEC1,ART3,SLC28A1,DPYSL5,GRIN2C,DCD,IL20,IL24,KCNF1,NEK10,CXCL5,NPY1R,CARTPT,SLC30A8,CSMD3,GPER1,CPA6,NELL1,KCNC2,ACSM1,MS4A8,B4GALNT2,TMEM145,KLK2,TBX10,TEKT1,GDNF,NSG2,SERPINA6,CST5,CST2,VSTM2A,KRT86,TRH,PROL1,CSN3,NLRP5,FGA,FGB,C11orf86,CST9,AGR3,KCNH6,IGDCC3,VWA3A,SCUBE2,PCSK1,FOXG1,BDNF,TRIM72,RP11-551L14.1,NEUROG2,C1orf173,RNF182,MUC16,GPR88,SLITRK6,NPY2R,KRT6B,LEMD1,SERPINA11,CDHR4,TCL6,DMBT1,TPRG1,HBA2,FZD9,FAM196A,DPY19L2P1,MYBPC1,LINC00238,POTEI,GATA3-AS1,CYP2A7,ANTXRL,CTC-490E21.13,MAGEA1,COLGALT2,MUC2,BRINP2,SNORA73B,RN7SK,POTEKP,C6orf15,KRTAP5-10,CD177,PRSS1,AC005863.1,MT1H,HBA1,RNU6-813P,IGLV1-36,IGLV2-18,IGLV3-9,IGHE,IGHV4-4,IGHV2-5,IGHV3-66,SNORD17,UCA1,CYP4F30P,AC079776.2,MAGEA3,RP11-465B22.5,IGKV3D-15,GS1-18A18.1,LINC01087,LINC00393,RP11-120J1.1,IGHV3-72,MTND1P23,HAR1A,RP11-148B18.3,CES1P1,NKX1-2,ELOVL2-AS1,RP11-379F12.4,PHGR1,RP1-269M15.3,DSCAM-AS1,DPY19L2P4,AC018816.3,Z82214.3,CLEC2L,HNRNPA1P57,AC093642.3,LINC00707,CYP4F62P,CPHL1P,FAR2P3,SLC25A24P1,ABCC13,TUBA4B,HBB,RP11-10A14.5,RP11-53O19.2,RP11-473L15.3,CASC16,LINC01016,RP11-434D9.1,RP11-168E14.1,AACSP1,RP11-53O19.1,AC005355.2,AC145110.1,IGHEP1,CTB-33O18.1,CTA-392C11.1,CTB-33O18.3,RP11-730G20.1,CTB-33O18.2,RP11-865I6.2,RP11-758M4.1,RMST,RP11-817J15.3,CYP2A6,CYP2B7P,RPPH1,CTD-2033D15.1,TPSP2,RP11-616M22.7,DLGAP1-AS5,RP11-708H21.4,MIR3687,MIR3648,MAPT-AS1,RP11-260A9.6,FEM1AP2,RP11-260A9.4,RP11-116O18.1,RP11-13K12.1,SCGB1B2P,AC092071.1,BX072566.2,RMRP,PGR.log2.tpm,ESR1.log2.tpm,ERBB2.log2.tpm
1297,0,5,197,0,6,3,71,11,292,104,224,0,22,29,356,0,2,35,8,73,198,7,46,1,30,0,10,193,179,23,7,23,0,0,1,14,20,48,1499,14,51,0,1,0,0,0,0,0,27,8,2,1,0,25,30,0,141,44,4,642,0,0,7,4,21,37,1,11,4,0,117,9,25,479,603,5,2,28,2,17,0,19,0,12,4,380,1,0,8,18,0,0,0,11,137,0,35,1281,0,10,16,5,0,0,21,0,24,0,0,0,49,86,92,352,0,1,2,302,4,0,2,21,2,0,20,0,0,0,6,12,1,0,9,0,33,15,0,0,0,0,1,0,0,0,2,43,15,829,58,5,35,0,140,0,0,43,33,49,14,8,189,8,5,0,141,2,728,491,31,30,8,32,0,0,4,0,0,0,0,96,0,0,38,428,2,10,19,16,12,0,14,41,0,248,961,474,43,608,2573,39,34,0,0,3,0,10,108,0,0,0,18,868,49,26,7,48,0,1,0,0,0,0,9,48,0,15,0,143,0,0,7,0,1,5,0,1590,9,3,0,0,0,4,0,0,64,13,13,2,2,0,0,0,0,22,0,0,3,28,10,111,5,0,6,0,0,10,12,0,0,0,0,12,42,27,0,0,87,-0.53,0.296,3.163
267,118,1,41,37,11,1132,92,21,12,134,143,30,498,10,427,2,18,4,1,12,2165,15,9,122,142,811,11,86,321,11,104,25,0,11,28,81,1253,22,3187,0,107,24,0,1,5,1,49,0,13,24,4,4,5,12,91,4,18,38,14,95,0,6,65,4,29,29,8,64,25,17,123,4,3,112,67,164,193,38,6,984,2,1693,0,2,22,94,3,32,33,236,95,0,1,27,120,3,14,764,0,69,64,7,0,1539,19,51,3,4,1,0,21,50,18,757,0,3,284,168,22,29,2,16,1,1,30,0,0,0,5,3,8,0,7,0,143,3,1,162,5,0,0,20,0,22,2,3,3,613,37,429,40,34,842,2,19,75,2132,1,218,39,4352,218,8,4,55,1,242,166,275,14,1,1732,0,0,19,1,37,0,0,53,0,61,58,127,2,41,10,59,86,157,22,7,0,48,40,480,16,1494,1784,19,32,152,0,1,0,29,32,0,12,2,156,181,115,15,0,2,64,1,0,2,1,0,1,112,0,9,0,33,486,0,11,0,0,3,0,541,52,0,3,0,2,0,0,207,31,0,26,0,11,0,0,0,0,40,0,2,120,3,21,52,0,18,3,7,0,12,28,0,3,0,0,2,3,22,0,0,24,-1.71,0.002,6.15
346,6,9,46,0,2,12,32,6,43,36,46,68,147,2,657,2,35,15,1,3,69,0,200,12,49,1,2,32,55,8,3,21,0,25,13,74,0,1,1413,3,27,145,4,0,1,18,74,0,9,39996,5996,1,239,9,16,7,9,5,5,59,0,0,19,89,1,268,5,7,1,4,40,4,31,43,120,11,1,17,2,537,0,6,52,0,22,56,6,2,89,11,0,364,0,3,54,1,9,251,0,0,2,0,3,688,239,78,135,106607,5,5,3,21,11,13,0,176,0,37,8,0,1,68,1,61,164,1,37,1,13,1,0,0,23,0,219,0,0,0,0,0,21,79,0,250,1,0,1,402,41,0,0,9,24,1,0,7,574,7,130,0,48,18,0,1,1,0,196,239,95,15,0,141,0,0,2,10,4,0,0,40,0,9,35,166,2,17,4,93,1,18,25,34,0,366,14,797,217,657,321,101,22,10,0,0,0,24,270,0,3,0,61,168,50,15,3,0,381,0,0,0,11,0,0,18,0,61,0,51,0,0,162,0,7,0,0,95,8,0,0,10,2,0,0,0,13,1,2,4,1,0,0,0,0,1,0,0,3,6,101,25,2,40,15,8,4,7,9,0,0,2,0,1,3,36,0,0,10,-2.896,1.003,9.605
60469,4,31,3224,81,0,1,36,10,42,257,1747,0,15795,7,93237,2,236,8,1,14,1042,6,2196,0,1,3,10,32,62,348,62,79,4,18117,2,33,5,9,19496,3,144,116,2,29,646,111,9,0,1,0,0,0,728,242,4,510,571,14,4,137,0,4,0,0,10,0,123,0,343,9,250,4,11,391,85,0,0,5,1,237,0,27,0,2,3,55,5,2,1327,8,0,0,6,8,378,105,10348,365,143,0,4,1,1,18,14,0,8,3,678,100,16,2373,4,75,0,0,0,118,9,0,0,239,2,72,253,6,0,195,4,3,29795,0,10,20,80,24,0,0,0,0,6,0,265,16794,31,11,2190,35913,21,0,4,5912,46,0,99,17,274,11,60258,0,8,0,1214,183,10,2,598,12,2,3,155,218863,6,32,1217,80949,20,395,393,185,0,4322,93,401,899,0,9,92,0,0,8,0,315,174,11,86,14,12147,672,1023,11,0,0,1,0,6,24,2,825,0,3,157,20,27,756,0,0,0,874,0,0,4312,7,647,1,1,0,379,8,0,6,3,13,3,69,17,0,8,0,85,54,15,1,10,2119,373,39,1,165,6733,38,6,73,74,5,14,8,96987,198127,54,1577,1419,468,9,29,34,13,535,1,3,0,3,17,22,1234,0,106,2.261,8.163,7.665
2119,4,8,62,38,16,0,88,0,15,32,209,1,100,7,6500,52,29,17,4,1834,44,0,335,1,6,2,21,84,167,79,206,47,106,11,49,179,6,18,2884,4,93,16,18,46,10,4,12,0,7,135988,2865,1,398,134,435,7,284,2,4,196,0,43,0,5,5,62,4,29,26,5,1991,54,9,159,305,22,5,88,8,29,2,5,2,5,13,125,15,35,72,39,2,8,4,4,68,11,213,1911,15,5,114,125,5,14,10,7,9,164,77,32,872,66,0,230,4,767,3,281,53,1,139,69,79,158,70,9,339,102,57,32,1,16,92,18,205,137,0,0,0,17,1448,11,0,6074,4,14,41,2754,20,2,11,81,3,2,1,8,562,3,991,0,153,6,253,59,62,142,594,286,15,17,3,258,19,33,473,2,14,10,356,44,3651,329,43,244,297,88,176,233,23,0,101,31,37,37,13,259,637,19,441,53,5,39,125,22,0,28,77,0,238,0,10,149,126,412,43,10,0,5,106,89,0,8185,4,134,63,3,9,126,6,170,333,282,1,360,17,686,17,0,7,21,9,36,70,17,56,77,48,61,3,3581,1,1,2,42,6,14,4,34,4446,25,5,114,73,25,57,9,15,0,514,4,204,0,3,49,27,4,33,-1.207,3.886,10.827
15442,28,51,908,4,1,82,449,158,89,180,7044,52,252,70,3662,4,131,58,10,119,385,85,72,332,114,105,77,44,3376,98,175,159,1,34,127,53,29,121,26169,13,19,18,68,7,175,3,58,0,111,8186,191,1,3,189,120,0,171,14,271,179,7,1,46,2,7,1,1101,84,73,8,413,14,388,2425,287,28,176,6,4,254,429,5,0,64,461,774,5,3799,25,48,194,0,15,516,40,58,775,4901,31,379,482,88,0,2197,34,450,34,7,14,2,116,1176,189,3361,0,10,12,254,1,4,577,146,2,43,50,336,0,12,29,3,65,0,12,0,120,79,525,12,348,53,83,6,24,1983,0,150,10,8250,70,8,138,4,83,178,42,355,1290,100,731,1489,3708,127,788,0,14,32,1225,245,180,476,3,35887,0,13,466,291,26,5,0,497,1,75,84,65,227,78,8,5,7,12,7,21,1,716,128,612,3,359,954,9,15,83,7,191,0,61,213,0,122,10,90,591,76,24,9,2,42,32,51,312,50,0,26,41,1,37,3,189,36,5,1959,10,0,1,0,1278,404,7,19,9,88,20,1,3,479,10,1,1,211,3,47,58,55,0,25,192,155,68,1252,10,83,30,66,191,11,2,3,140,0,11,0,5,291,78,13,18,5,3.944,3.169,6.612
21348,0,906,115,117,10,0,74,7,44,10,1345,0,1445,2,26952,3916,41,131,0,2955,197,7,1272,0,18,3,9,43,6977,102,1236,9,2604,0,3,68,0,258,23422,103,5,101,20,175,10306,132,11,0,1,6073,53,4,5,488,28,15,4253,12,3,94,0,224,9,23,3,0,35357,0,3,38,27941,676,100,760,933,1,0,2,5,3,4,6,0,13,12,8916,56,944,26,23,8,0,0,18,21,49,1965,8802,181,0,589663,183,1417,1,7,2,53,0,604,87,324,256,2,949,81,103,143,1922,2192,1,2773,322,31,11,151,2,0,0,0,35,101,957,284,7,118,38263,8,1,0,0,0,0,1677,9086,40,12,53,1440,10,0,9,22,85,3,364,39,80,11,986,4,248,2,310,7,28,1,11692,925,8,1310,27,1,1,972,3056,0,20,107,2,111,68654,724,204,95,11380,0,8,4199,1,0,1,64,2433,158,13,218,131,151,265,3,32,0,960,71,16,30,41,0,11695,2,9,43,205,1760,69,0,0,65,577,313,78,0,134,155,208,10,0,188,1,1084,5078,1851,0,0,0,3511,1,30,2970,283,117,145,184,39,1659,27,3,4,2053,0,219,5,247,0,4,78,6,7,19481,34,510,291,234,0,1,38,8,300,74,121,67,3,54,78,208,58,8,1.512,5.999,6.028
4916,0,197,39,3,0,0,200,27,36,127,128,22,87,5,260,0,3,13,11,4,48,1,20,3,1,3,12,70,162,41,72,41,2,48,260,15,0,66,2526,1,30,3,0,0,1,2,45,0,20,1448,17,0,0,13,137,0,24,93,2,72,0,1,12,4,4,23,17,1,5,2,90,11,22,92,236,5,0,45,7,3072,5,203,33,4,94,27,3,3,1,37,3,185,5,6,78,0,91,229,5,0,9,8,23,742,184,0,24,80970,2,4,13,142,6,130,0,51,5,43,7,0,41,14,0,133,80,5,1,0,10,84,0,0,25,34,179,0,0,0,0,1649,665,45,0,20,0,4,24,580,20,0,8,20,84,5,40,3,7099,6,65,12,3656,0,3,15,11,0,441,31,18,7,78,192,0,2,7,0,0,0,117,40,1,2,934,10076,15,1,57,122,3,2,20,3,0,42,99,32,160,51,855,94,223,30,8,5,3546,2,247,5,12,0,256,101,40,24,0,0,21,0,4,0,1,0,19,47,35,5,0,129,1,1,209,2,0,2,1,67,16,1,0,0,0,5,0,5,42,0,76,65,3,70,0,0,2,4,4,11,0,3,100,4874,12,9,12,0,22,574,288,3,0,17,0,1,17,635,1,2,2709,-1.011,0.162,10.46
12819,87,78,1629,1,2,38,1565,76,157,36,2967,1,51,14,3668,5,32,171,3,9,156,396,59,10,73,98,192,156,524,72,167,41,61,8,370,33,2,97,6420,21,30,23,5,7,81,2,8,0,533,7203,181,2,6,47,250,0,133,6,290,2093,0,0,29,0,91,18,956,238,38,3,238,3,62,1383,391,226,36,1,4,90,229,17,2,36,11,474,3,625,11,79,154,5,29,184,105,30,292,4898,5,24,42,184,10,66,25,5,27,7,18,1,144,541,1045,490,8,125,5,270,12,2,297,86,0,34,30,301,0,8,12,3,234,1,13,0,336,113,14,2,62,74,76,0,3,634,6,46,23,6987,22,3,31,11,786,336,152,20,2785,153,687,270,1121,27,487,17,7,184,1656,180,80,43,2,40206,0,56,85,33,20,1,0,395,7,129,55,74,362,216,16,4,3,1,0,9,0,49,247,299,0,621,1107,20,17,23,60,16,0,8,235,0,261,2,94,766,38,13,0,49,38,0,21,153,45,45,39,100,0,49,1,106,41,36,451,58,1,0,0,544,3,7,1,3,20,9,2,2,352,27,7,0,22,0,1,0,9,4,8,151,1107,34,124,16,64,5,3,85,6,4,2,8,0,1,0,8,41,55,0,0,9,3.088,3.561,7.775
115,4,0,10,7,1,489,681,14,9,655,56,11,396,1,124,0,9,7,13,10,25,0,101,0,42,76,6,679,131,7,7,152,0,1,52,350,143,7,1937,4,118,2,0,7,34,1,10,0,3,3,4,2,8,5,53,2,2,87,2,30,0,0,10,0,1,43,2,25,11,1,124,1,88,211,23,99,128,80,1,557,0,13,47,6,242,15,30,1,1,62,3,0,1,5,154,20,8,127,0,116,0,2,0,313,90,3,8,2,0,6,98,79,218,757,0,0,0,268,10,116,2,13,0,0,10,2,0,0,4,1,1,0,1,0,145,0,0,0,2,0,0,66,0,5,2,1,30,125,52,98,5,1,1337,0,6,1,534,5,43,0,1857,326,1,5,4,0,65,106,140,6,0,33,3,0,2,0,151,0,0,129,2,32,26,271,1,50,8,1,0,84,168,0,0,621,11534,51,18,5934,1992,10,41,12,0,3,0,4,1640,0,2,0,41,402,77,10,5,0,86,32,0,1,0,0,0,42,0,1,0,40,207,0,19,0,79,0,0,400,892,0,0,0,0,2,0,162,62,0,19,0,0,0,0,0,0,8,3,2,1,0,1,51,1,0,0,144,0,84,92,0,0,3,0,0,679,35,0,0,31,-2.598,-1.337,5.984
1153,6,0,65,3,2,3,42,10,14,18,5537,0,847,5,9807,0,15,1,0,3,30,1,375,0,0,0,8,6,27,14,52,6,0,19,0,2,0,389,2079,1,11,168,385,8,3,1,2,0,7,5265,1014,1,3,27,8,4,28,1,0,17,0,7,1,18,2,0,118,0,0,21,436,4,8,129,366,3,4,39,18,33,16,5,174,0,2,56,1,0,48,15,0,0,0,9,691,4,516,19133,2,0,4,11,2,2,0,0,5,0,167,17,46,442,3,4597,0,13,0,24,9,0,0,19,7,91,1,46,0,0,3,11,3,0,430,1,69,1,0,0,0,0,0,0,0,1455,0,5,1,10272,18,0,137,2,9,0,9,7,12,18,2308,0,63,0,5,3,0,9,242,27,1,19,36,10,0,40,5,0,1,1,1,16,0,7,99,151,855,10,51,34,1,2,1,3,1,62,115,21,1,425,382,45,29,20,0,43,0,3,55,0,725,0,6,142,10,8,3,6,1,14,3,5,0,429,8,117,6,12,92,122,0,0,9,3,0,71,0,72,0,0,0,1,17,1,0,3,121,2,13,0,22,118,8,0,5,17,3,0,10,5,5675,35,83,203,44,48,46,7,5,10,0,2,0,10,2,3,34,8,10,5.001,5.993,8.966
2404,0,766,14,8,7,1,16,9,29,64,59,0,4080,7,41302,0,7,5,536,6792,65,4,12685,0,0,0,13,25,14,122,4358,98,33,5,0,12,0,26,4837,19,16,1560,20,6,3,1,4,0,13,1786,4,25,273,175,2,176,30,1,6,79,0,31,2,46,18,5,11778,0,35,442,154,6,8,559,118,0,0,4800,88,8,0,3,5,5,5,361,7,0,9,27,48,0,0,6,20,14,5110,27642,19,0,183313,36,0,6,7,0,109,1,95,5,5,38,0,2429,2,12689,1,1974,18,3,15,66,35,15,69,2,6,0,7,8,0,28,79,3964,116,43,0,0,196,0,0,0,4317,3882,6,772,15,1116,80,0,57,13,32,0,18,33,10,9,2326,2,0,1,12,0,29,1,299,50,12,544,16,14,0,39,202,13,0,111,0,14,281,40,41,197,1483,0,6,50,69,0,13,5,283,898,712,1078,104,762,1640,112,15,124,0,5,0,69,169,158,1664,0,1,865,81,362,0,116,0,15,55,788,0,49,1,26,305,4,5,81,0,0,6254,0,1230,967,1,159,0,24,0,2,4,2,0,174,60,54,27,4,119,0,10,16,16,20,59,41,2,19,10110,34,1110,12,21,5,23,8,8,21,0,11,0,7,1,27,77,0,17,-2.547,6.985,7.414
19352,1,11,325,2,1,10,248,1,17,21,7332,3,948,7,12078,4,11,20,1,532,39,13,269,0,34,19,38,22,434,60,34,24,11,3,5,11,0,938,2864,6,11,274,12,4,45,4,1,0,6,1185,37,4,43,115,38,25,71,3,286,434,1,6,3,13,5,0,1157,9,19,49,204,0,46,335,383,1,0,37,22,51,53,9,0,50,1,262,17,2248,43,12,2,0,3,87,18,2,776,4866,108,6,615,45,0,7,32,5,14,0,526,38,87,64,38,390,0,4,9,100,276,3,78,21,1,390,40,19,14,0,15,18,4,1,126,1,31,17425,247,44,2,0,1,1,23,4244,0,27,16,5909,10,1,13,1,45,11,96,0,201,37,965,6,26,3,18,0,16,8,1210,11,8,228,13,776,0,37,513,0,6,1,94,203,13,253,399,349,1793,4,1,18,0,1,6,0,2,135,13,153,5,196,292,28,59,34,0,61,19,45,33,0,899,1,10,98,16,16,167,0,3,3,287,104,3,0,2,542,0,4,17,166,4,0,748,6,0,889,0,25,0,0,0,16,406,6,1,0,40,28,9,0,37,5,3,1,13,4,10,14,28,1,998,33,80,182,148,26,163,16,14,24,0,0,0,4,22,35,13,0,79,4.783,5.67,5.944
5409,2,54,150,1,2,7,271,12,67,76,7994,0,296,34,45510,0,29,37,7,7,66,4,1000,0,19,6,3,13,5064,19,597,18,3,122,379,25,0,328,10617,127,319,2,9,10,6,7,2,331,72,298,147,41,1,378,34,0,80,3,996,367,0,8,3,0,4,4,110,0,6,19,1043,4,60,562,194,8,6,2,103,5,19,16,26,6,13,160,4,5046,29,15,4,4,6,36,175,15,161,18689,31,2,282,214,1,5,4,0,10,0,14,9,81,725,10,3444,9,115,8,107,11,1,26,65,309,7,15,3,0,0,2,2,4,6,342,509,85,16,22,0,4,1,12,1,8,7657,62,95,62,10596,23,0,7,6,86,4,189,24,34,27,7530,51,35,6,87,73,19,16,787,227,4,194,10,586,0,653,258,197,7,6,0,956,3,11,58,754,7981,3,103,22,0,0,3,14,128,24,57,37,6,158,239,12,29,79,348,412,1,22,19,29,6258,0,8,116,16,25,5,6,0,81,248,31,3,2219,122,27,3,9,0,349,2,335,1322,373,13,9,82,1031,26,3242,22,14,64,161,2,2,214,81,19,0,193,238,62,334,54,63,267,9,25,1425,4171,45,42,14,10,39,6,7,14,9,0,130,0,23,18,15,34,39,165,4.965,7.641,7.024
741,4,24,141,19,1,2,194,15,51,146,157,0,7,98,196,0,5,9,2,23,6216,4,30,5,1,3,7,25,107,23,16,5,0,6,3,196,0,47,315,2,170,17,2,5,3,0,5,51,8,125,13,1,7,12,39,4,48,3,2,148,0,7,0,0,2,1,49,0,15,7,1110,0,35,139,81,11,0,22,40,45,3,6,1,2,5,196,7,39,245,30,3,33,0,15,7,8,464,146,0,1,10,16,149,18,6,8,6,20,781,2,8,80,4,215,0,123,0,126,459,1,0,124,8,54,60,11,2141,138,0,6,0,1,147,0,36,2,0,0,0,0,9,0,0,3834,125,8,46,1088,35,0,1,15,48,11,4,449,241,5,1679,1,33,0,39,114,9,30,381,169,7,32,4,55,1,47,13,0,0,0,0,88,33,8,65,253,991,0,18,114,0,0,22,9,0,175,651,85,24,1062,3460,11,30,3,2,3,0,1,117,0,585,0,10,227,54,15,2,50,0,0,1,2,0,110,1,25,0,4,1,445,6,7,286,11,0,0,93,717,7,0,26,6,1,1,7,11,54,8,28,0,3,6,0,0,0,5,2,0,14,4,7,33,39,1,1,1,22,4,4,0,7,16,0,1,18,9,0,1,19,-1.286,-0.808,10.626
1033,2,9,172,9,1,7,794,303,105,339,277,77,259,15,759,3,54,15,8,2,1316,28,17,7,24,0,471,75,248,22,17,21,0,0,16,22,508,31,1225,2,27,7,9,4,438,0,257,0,21,265,22,7,7,19,4,4,41,4,14,266,722,1,17,0,24,21,42,7,21,27,61,0,17,219,58,53,6,1,57,55,51,3,2,1559,9,91,10,1396,15,333,62,0,39,84,13,12,30,374,0,158,186,9,0,2374,19,0,120,0,6,0,37,82,101,7470,0,6,1,100,8,3,120,33,0,12,14,13,2,0,28,7,39,0,52,0,230,2,514,3266,0,0,0,0,2,89,0,16,27,1571,22,8,8,4,28,30,19,19,770,47,1521,30,4341,121,14,5,23,10,540,35,336,20,0,2050,0,1,23,0,16,0,0,382,0,16,107,265,28,74,32,9,10,10,2,3,0,41,76,111,0,81,136,7,66,40,1,1,5,22,44,0,16,13,34,72,48130,5,2,3,9,1,12,10,0,0,36,27,0,6,1,379,84,1,171,8,3,5,2,199,92,0,0,0,20,1,0,1,61,2,9,0,2,4,0,0,1,14,0,14,45,7,27,33,7,3,0,88,4,61,19,4,0,15,0,4,37,30,0,0,53,-0.746,0.859,4.665
238,6,443,51,8,11,362,741,4,114,359,851,538,698,7,444,0,15,8,19,6,1711,25,904,9,301,271,436,61,33,65,144,296,6,157,494,32,137,156,5283,4,71,65,2,0,411,2,2,0,26,127,6,0,50,30,3953,52,62,14,259,111,0,0,4,196,853,771,33,2,1506,32,164,0,9,100,44,2406,180,1,2,1094,3,9,16,38,34,124,10,2,24,149,20,0,42,63,525,14,44,481,0,35,20,6,0,116,35,1811,81,215,9,0,57,73,64,1773,0,0,0,68,13,1,1,32,0,0,80,4,0,0,68,4,0,1,79,0,116,7,66,2,3,0,1,69,0,39,1,73,1,1091,18,0,9,0,69,25,9,171,20,1,31,17,8518,56,7,0,0,2,101,43,515,54,86,81,0,1,33,0,53,0,0,581,4,16,51,891,2,213,7,10,0,246,98,3,0,50,41,29,6,43,44,7,62,13,0,3,0,0,14,0,1,0,0,31,93,258,25,0,528,6,7,3,7,0,13,18,2,180,0,68,6,0,31,22,23,33,2,196,11,0,0,0,1,0,2,0,47,1,5,0,8,0,0,0,2,39,1,2,19,3,7,566,1,31,8,9,0,116,181,1,0,1,0,2,20,21,0,0,421,0.677,-0.088,6.637
6032,53,102,31,2,152,9,300,520,396,33,149,24,234,13,227,2,25,2,9,2,77,0,6,2,6,195,124,62,1194,6,10,14,2,0,0,7,0,41,4509,0,62,480,1,0,339,285,29,1,5,3,1,0,378,57,202,385,56,4,0,47177,0,1,3,77,25,52,41,6,0,25,1115,4,39,83,121,2,19,21,4,230,37,17,0,226,79,85,11,6590,5,1,4,0,0,11,78,44,27,132,51,34,6,81,59,11,34,20,79,0,1,0,11,169,41,175,7,15,10,492,2,7,0,6557,90,0,16,4533,69,0,919,12,0,0,1,140,195,0,0,0,2,0,17,0,0,14,0,10,15,3020,54,0,135,7,127,2,1,29,4043,504,74,18,0,8,0,1,131,3,208,628,35,20,3,1380,0,0,13,1,1,34,0,58,34,1,54,807,6,1,19,1706,0,2,7,40,0,209,13,26,0,83,460,33,65,1986,5,4,18,0,9,13,25,0,12,215,11,7,0,0,16,1,4,4,0,0,77,31,0,1,11,202,0,0,121,0,8,2,0,3196,164,0,1,8,6,10,3,2,100,0,28,0,4,1,0,0,0,36,6,869,8,0,20976,54,9,5,16,0,0,50,38,29,121,36,92,7,2,76,20,0,64,-1.195,-0.434,6.868
652,1,8,1003,15,1,7,100,9,41,47,2496,13,140,5,1766,38,52,48,1,5444,38,1,72,0,5,3,35,32,67,41,3154,18,12,54,10,26,9,117,40714,28,0,4,38,89,6,35,2,0,9,9998,2030,0,60,79,71,7,145,11,69,665,0,0,1,10,42,3,47,7,63,239,1271,0,19,244,1089,2,6,15,13,1,5,78,0,12,5,331,5,2,59,5,1,0,0,27,242,124,191,685,47,1,19,38,1,4,6,45,11,0,30,2,32,171,9,105,1,9,0,185,36,0,0,60,6,2,22,21,0,0,276,29,1,46,9,0,41,0,392,0,54,0,1,3,0,3165,0,22,4,14680,20,10,5,0,10,0,7,84,2,36,426,0,201,0,986,4,0,31,1054,155,8,66,73,426,0,0,402,1,26,4,0,35,0,936,70,76,1,26,22,135,0,0,0,13,4,31,16,1,5,5,98,14,15,6,3,453,0,20,19,0,10,0,4,63,78,47,53,0,0,5,132,0,8,191,19,112,5,4,25,282,2,8,95,0,0,11,0,723,33,0,7,1,43,3,8,0,148,3,3,0,532,66,876,0,478,3,0,12,9,2,3115,9,14,17,16,0,2,1,2,91,0,23,0,34,14,22,23,2,2,2.777,2.446,9.091
20808,4,203,340,0,37,1,1841,26,42,61,14128,13,783,4,53506,25,464,15,15,129,504,6,365,3,7,1,31,53,14685,277,232,39,60,635,20,40,3,326,11908,47,35,245,4,4,69,0,1,12,417,991,68,64,17,325,112,0,28,13,15,20,0,317,11,1052,11,21,314,14,1,13,2738,452,29,309,123,12,21,23,418,145,3,1,53,3,6,179,152,67,1,23,73,0,1,12,156,9,241,33674,10,4,18,4,5,66,17,59,10,0,1784,221,2805,272,34,1472,0,278,651,185,87,51,2071,56,98,25,82,10,13,5,316,10,408,5,14,28,107,14,0,0,2,1,9,0,15,12469,2,986,23,23279,30,1,25,3,97,8,680,48,1417,28,159,487,465,4,71,15,19,0,337,149,75,52,6,22,246,53,62,2,1,2,0,70,84,4,60,156,1189,13,29,80,4,34,16,10,522,2,5,14,107,6,44,3,34,402,1,81,0,87,6,3,1186,0,9,17,32,8,8,1,0,186,13,22,1,3462,134,44,2,50,48,774,5,2,555,0,180,502,1,638,3,4057,402,6,340,91,28,4,79,25,29,36,189,11,74,5,76,40,4,8,8,1,2508,18,19,156,63,10,11,14,50,7,0,10,0,6,6,43,22,1,18,5.279,7.367,7.76
