SLC7A2,PRSS3,PHF21B,FGF10,EPHA8,TRPM5,SLC6A15,PTGS2,SPAG6,SLC4A4,IL12RB2,PGR,OPRK1,NKAIN1,CHGB,ESR1,KRT31,IGFALS,SEZ6L,CABP7,PVALB,COCH,CHGA,RIMS4,PRSS33,SLC6A2,OCA2,TGM5,EPHX3,TFPI2,RLN2,ATRNL1,RUNDC3A,KRT37,SLC6A4,CWH43,NMU,CCKBR,RBM24,STC2,PEX5L,CCL20,KISS1R,TPSG1,CA14,GRIA2,CHRNA2,MATN4,C20orf85,EREG,SCGB1D2,SCGB2A1,PCSK2,TNNI3,NXNL2,BARX1,RTBDN,RGS22,MYBPH,BEX1,GSTM5,CSN2,CGA,KRT121P,EMX1,PAX3,SCEL,CHAD,FGFBP1,SIX3,PCDH10,BMPR1B,ASCL1,SSTR1,NOVA1,HDC,RHCG,CHST4,CBLN2,IL19,FBN3,KLK3,HORMAD1,SCN1A,UNC80,TRPM8,AGTR1,AC062028.1,GLRA3,SLC25A48,GFRA3,ARHGAP36,MAGEA4,RGR,DRD2,MKX,SPATA4,FSIP1,GFRA1,TUBA3E,OLAH,CPB1,ANKFN1,MAGEC1,ART3,SLC28A1,DPYSL5,GRIN2C,DCD,IL20,IL24,KCNF1,NEK10,CXCL5,NPY1R,CARTPT,SLC30A8,CSMD3,GPER1,CPA6,NELL1,KCNC2,ACSM1,MS4A8,B4GALNT2,TMEM145,KLK2,TBX10,TEKT1,GDNF,NSG2,SERPINA6,CST5,CST2,VSTM2A,KRT86,TRH,PROL1,CSN3,NLRP5,FGA,FGB,C11orf86,CST9,AGR3,KCNH6,IGDCC3,VWA3A,SCUBE2,PCSK1,FOXG1,BDNF,TRIM72,RP11-551L14.1,NEUROG2,C1orf173,RNF182,MUC16,GPR88,SLITRK6,NPY2R,KRT6B,LEMD1,SERPINA11,CDHR4,TCL6,DMBT1,TPRG1,HBA2,FZD9,FAM196A,DPY19L2P1,MYBPC1,LINC00238,POTEI,GATA3-AS1,CYP2A7,ANTXRL,CTC-490E21.13,MAGEA1,COLGALT2,MUC2,BRINP2,SNORA73B,RN7SK,POTEKP,C6orf15,KRTAP5-10,CD177,PRSS1,AC005863.1,MT1H,HBA1,RNU6-813P,IGLV1-36,IGLV2-18,IGLV3-9,IGHE,IGHV4-4,IGHV2-5,IGHV3-66,SNORD17,UCA1,CYP4F30P,AC079776.2,MAGEA3,RP11-465B22.5,IGKV3D-15,GS1-18A18.1,LINC01087,LINC00393,RP11-120J1.1,IGHV3-72,MTND1P23,HAR1A,RP11-148B18.3,CES1P1,NKX1-2,ELOVL2-AS1,RP11-379F12.4,PHGR1,RP1-269M15.3,DSCAM-AS1,DPY19L2P4,AC018816.3,Z82214.3,CLEC2L,HNRNPA1P57,AC093642.3,LINC00707,CYP4F62P,CPHL1P,FAR2P3,SLC25A24P1,ABCC13,TUBA4B,HBB,RP11-10A14.5,RP11-53O19.2,RP11-473L15.3,CASC16,LINC01016,RP11-434D9.1,RP11-168E14.1,AACSP1,RP11-53O19.1,AC005355.2,AC145110.1,IGHEP1,CTB-33O18.1,CTA-392C11.1,CTB-33O18.3,RP11-730G20.1,CTB-33O18.2,RP11-865I6.2,RP11-758M4.1,RMST,RP11-817J15.3,CYP2A6,CYP2B7P,RPPH1,CTD-2033D15.1,TPSP2,RP11-616M22.7,DLGAP1-AS5,RP11-708H21.4,MIR3687,MIR3648,MAPT-AS1,RP11-260A9.6,FEM1AP2,RP11-260A9.4,RP11-116O18.1,RP11-13K12.1,SCGB1B2P,AC092071.1,BX072566.2,RMRP,PGR.log2.tpm,ESR1.log2.tpm,ERBB2.log2.tpm
553,4,5,49,2,4,0,214,11,177,884,99,232,20,9,315,7,44,2,7,13,180,1,29,119,170,96,81,52,96,38,696,20,1,6,2,126,223,61,1741,0,138,4,1,4,283,1,187,0,0,46,89,0,2,25,7,7,103,353,7,73,3,1,24,1,187,7,39,287,7,1,437,5,1,84,81,63,25,22,1,675,1,33,128,39,26,52,3,8,16,17,3,0,40,93,25,1,9,4122,0,8,69,9,1,1010,38,1,20,2,2,1,126,73,303,139,0,21,0,109,2,0,2,29,0,2,70,3,5,0,7,5,1,3,31,4,881,3,5,132,0,0,1,15,5,28,0,7,19,780,30,0,54,1,203,0,10,87,1416,10,331,3,31722,102,1,4,63,7,239,19,265,78,41,2225,0,0,22,1,11,0,0,197,1,38,103,80,16,11,12,70,19,12,16,2,0,253,41,50,13,417,345,67,36,0,1,2,1,5,454,0,9,4,143,65,50,34,1,2,54,3,3,3,4,0,0,60,0,46,0,112,40,0,51,3,5,3,3,68,43,0,0,0,0,14,3,0,76,1,116,1,2,1,0,0,0,1,0,9,675,5,44,46,5,0,1,462,0,38,41,0,0,1,1,4,15,53,0,0,13,-1.781,0.02,6.199
490,6,11,60,69,5,2,65,25,35,218,237,1,282,10,749,0,19,59,11,17,307,5,132,0,18,10,148,43,75,21,5,87,0,11,16,15,71,11,1003,1,42,29,6,4,8,4,50,1,6,32,50,2,1,12,398,0,20,10,5,35,0,7,7,7,0,47,237,18,33,7,52,15,16,93,144,13,6,19,8,696,1,11,19,5,13,129,2,0,14,97,2,102,3,9,59,3,43,620,0,4,23,8,10,28,56,133,45,74,54,4,23,47,16,85,0,8,0,112,117,0,0,66,2,86,8,10,33,1,14,12,21,3,236,6,277,1,1,25,17,270,206,0,1,42,4,13,5,1660,70,5,5,4,28,110,12,8,570,23,31,56,1256,4,9,6,19,7,1602,124,27,36,3,487,0,0,19,0,1,0,4,53,21,14,35,88,3,0,7,438,0,3,3,19,1,1673,685,351,78,3298,8171,74,5,23,0,13,1980,22,485,0,4,6,9,1045,32,58,2,3,46,2,1,5,0,14,4,28,0,188,2,192,9,0,133,2,5,0,8,770,4,3,0,8,3,1,0,9,22,11,21,27,7,40,1,0,0,46,6,0,37,1,46,18,4,4,0,11,15,75,68,3,0,1,0,4,7,33,0,10,14,-0.68,1.131,6.032
61,22,1,5,7,7,213,1044,2,3,245,14,5,139,3,100,0,20,3,3,4,2094,0,7,13,2360,30,540,6637,15,1,57,7,0,5,962,92,349,10,4462,3,4191,16,0,9,2,0,66,0,36,27,0,0,36,10,147,23,1,29,5,41,0,3,556,8,300,1,2,0,1540,7,23,3,0,11,10,1502,858,57,67,611,21,1137,5,14,71,24,10,7,0,176,0,0,1,73,13,0,5,21,0,2377,3,2,0,2289,429,5,4,0,36,0,3,11,3482,806,0,1,0,84,4,0,1,9,1,18,41,40,4,0,1,1,0,1,0,0,885,7,12,11,0,0,0,4,0,5,0,2,2,93,24,255,0,4,860,5,0,67,28739,2,420,0,45976,507,0,0,5,6,80,19,846,13,4,23,0,0,147,0,3,0,0,85,4,1,51,71,1,735,2,13,0,37,668,1,0,1,19,123,3,124,128,2,21,101,0,1,0,6,17,0,1,238,68,6,45,7,5,0,686,0,26,0,0,2,1,135,0,0,1,32,0,1,17,1,1,0,2,96,2733,1,2,0,0,2,0,1,16,3,8,0,0,0,1,2,0,0,0,0,1370,0,33,36,0,14,11,150,8,37,36,0,0,0,0,0,0,22,0,0,16,-4.093,-1.323,4.52
710,11,11,246,7,13,189,611,5,92,637,172,201,82,54,272,217,33,4,4,1,363,21,55,25,102,71,40,32,249,28,68,75,0,47,67,99,339,65,777,4,23,8,13,1,5,0,63,0,64,77,29,1,1,2,102,2,56,10,6,316,336,12,54,4,25,124,15,106,547,18,247,2,17,186,220,88,46,6,4,1959,11,432,1,29,28,134,3,1,29,159,2,252,13,105,30,1,9,730,1,15,542,8,608,2092,25,86,31,0,15,7,20,42,28,695,0,7,1,169,9,0,0,27,0,0,11,9,0,0,2,5,0,3,433,2,162,5,1,37,1,0,1,96,1,31,1,7,8,1043,140,0,6,0,75,2,2,530,4079,23,379,0,2550,394,0,2,29,19,484,154,42,18,3,5695,0,1,10,16,3,0,0,95,2,43,33,77,13,322,4,75,0,752,7,12,1,487,201,1662,50,735,1041,101,10,3,0,11,5,3,208,0,1,54,115,278,28,81,2,40,17,3,6,7,0,3,2,54,0,87,0,112,13,0,11,2,6,0,2,470,650,1,0,0,2,1,1,3,38,4,12,1,0,0,2,0,0,0,3,0,36,105,70,24,3,4,0,2,0,19,6,0,0,0,0,6,68,13,2,0,16,-0.718,0.1,5.478
14556,6,26,5287,9,44,5,27,25,56,66,1284,2,64,16,16594,6,2054,315,8,13,152,4,220,1,23,15,3,49,50,41,31,110,6,231,45,10,4,30,1202,22,35,258,8,45,8,0,6,26,1224,343,132,6,81,53,20,13,105,49,4033,251,4,24,0,7,4,0,1172,7,8,21,7958,1,17,340,121,6,6,223,2,66,0,3,0,8,4,114,17,14,95,4,21,0,0,47,356,99,812,670,17,0,243,63,6,5,23,0,22,7,6,1,274,984,5,671,40,13,1,236,21,1,550,911,11,104,142,4,10,9,48,12,4,2,276,2,262,26,6,0,106,39,126,2,1,4456,3,21,73,5260,30,4,6,34,42,8,8,25,458,12,3323,19,3802,19,491,62,14,13,267,27,71,45,20,12109,0,816,2548,4,3,0,0,69,15,111,65,117,1843,13,36,15198,3,5,36,1,0,9,17,7,0,30,12,0,19,11,1534,243,0,275,10,0,860,0,5,22,59,31,23,8,3,34,428,15,30,56,21,78,4,3,7,640,2,1751,92,2343,21,12,15,93,1,5,13,4,21,3,84,1,738,73,7,0,6,518,0,0,1,72,18,19,6,7,695,20,259,398,152,40,13,17,7,34,0,76,0,15,27,68,23,41,24,2.015,5.871,8.266
189,57,5,11,3,5,5,143,7,52,2217,60,197,49,6,87,38,13,217,92,1,922,25,185,621,312,187,289,35,18,63,146,24,0,47,114,178,24,79,1043,4,22,17,0,0,4587,0,739,0,13,40,100,2,131,48,1223,109,27,10,289,64,36,2,11,3,1,42,41,9,2279,1,39,2,0,315,17,78,10,3,0,1783,1,1213,20,57,18,20,19,2,0,200,31,39,514,765,11,0,25,64,0,15,8,5,2,3262,15,427,107,1078,0,2,138,32,30,1604,0,1454,5,131,0,0,7,12,0,3,40,5,2,0,0,4,0,0,38,2,49,14,6,9,3,0,2,9,0,14,1,19,18,273,20,0,5,7,1711,3,4,348,645,1,665,5,4776,24,2,3,5,5,273,74,488,2,113,260,2,1,8,4,13,0,2,62,5,8,20,52,10,198,7,5,0,8,21,7,0,20,12,143,2,76,45,0,4,6,0,1,0,2,13,0,1,299,652,36,38,4,0,0,6,5,3,4,1,0,5,12,0,38,0,74,97,1,13,3,7,0,2,203,28,0,0,0,1,0,0,92,9,0,9,1,0,1,1,0,0,1,0,56,10,24,87,19,1,4,1,18,0,21,17,0,0,7,0,3,391,53,0,0,0,-2.009,-1.328,6.593
17265,7,0,213,39,9,11,11,73,30,18,214,2,1316,4,61215,145,175,2,2,336,53,1,1420,0,0,2,3,10,73,65,512,112,46,30,4,270,2,336,44452,88,10,8,5,16,4089,0,14,9,1,1041,116,0,307,233,3,32,524,34,296,19,1,971,18,119,1,0,203,0,12,56,12808,115,8,668,70,4,1,396,13,30,1,9,0,4,2,189,442,96,3,17,6,2,0,4,14,15,319,13288,16,0,146,105,16,5,4,4,53,3,265,63,6776,104,9,449,0,118,10,30,3,4,9,60,19,9,381,0,1,9,5,15,131,7,3,34,129,5,5,1,65,0,1,4,44,4151,10,363,74,18527,37,1,8,41,31,0,43,4,62,3,117,0,47,1,11,48,46,1,5030,57,44,2700,20,19,50,61,188,771,1,67,2,47,21,49,14,58,1410,0,6,30,0,0,35,5,36,1,0,365,186,8,68,1,43,0,5,60,711,9,4,2,951,0,6,1,26,6,16,1,1,10,1006,1024,215,489,72,287,5,9,8,12,1,2,1570,8,16,19,10,147,0,407,371,16,50,16,77,0,896,40,14,10,465,1,499,47,253,2,65,4,1,354,4930,20,13,498,125,104,6,16,26,0,246,66,214,4,20,22,30,17,9,-0.388,7.92,8.199
4947,5,6,37,0,1,0,412,4,33,36,167,17,534,9,753,1,13,11,2,4,43,1,33,1,52,9,83,40,37,7,10,59,5,61,146,22,0,25,2233,4,168,6,8,0,24,0,19,1,20,28,3,303,18,24,68,1,33,3,0,258,0,0,5,2,5,176,24,3,33,4,75,1,15,137,412,61,11,100,8,56,5,12,13,2,66,214,11,0,19,14,0,84,4,102,9,1,63,331,0,8,1521,4,5,372,51,4,17,0,141,143,27,118,86,42,0,8,0,92,3,0,95,49,0,36,52,20,3,0,9,13,1,0,489,122,40,2,0,1,21,68230,57565,28,0,47,0,19,5,866,42,1,5,1,98,4,5,73,74,10,832,9,7392,4,9,3,15,6,265,59,61,16,8,112,0,0,19,1,17,0,8,38,2,504,48,26,3,2,7,45,1,23,14,1,1,89,117,154,34,243,467,53,26,15,0,9,1295,2,90,4,0,0,9,161,66,14,0,60,25,2,0,17,29,0,151,24,4,41,0,112,1,1,277,1,25,5,0,161,3,0,2,0,2,2,0,104,41,1,27,0,7,363,3,1,4,8,5,3,18,7,1254,17,12,28,8,2,15,9,8,1,0,1,0,0,21,36,5,0,6,-1.127,1.188,5.766
5931,4,161,611,136,17,0,25,8,22,74,16948,1,2713,21,23311,109,396,35,51,176,535,39,1937,0,3,2,25,39,59,632,649,24,27,284,28,21,9,183,26720,31,62,153,2156,67,26,0,3,349,5,2061,355,0,15,313,20,6,1275,2,61,392,0,21,7,187,17,4,20,32,5,335,3320,63,11,282,606,3,11,123,27,118,3,4,50,4,5,603,76,112,198,6,50,0,0,8,300,55,2020,27572,44,5,7786,56,0,18,8,4,12,105,419,31,425,652,7,11886,0,8960,111,195,12,204,10,84,102,21,188,1,0,366,86,34,64,581,207,1079,158,27,0,0,70,0,1,2,554,3801,41,345,334,39456,45,0,300,158,364,0,96,14,201,6,3257,0,365,1,299,479,4,9,3180,770,14,239,77,41,116,10,436,10,0,2,1,14,17,93,124,930,273,16,13,6576,1,1,2,173,40,15,1,106,17,71,104,22,33,9,0,169,0,49,59,34,132,0,4,113,84,59,62,11,0,50,201,170,84,270,41,674,17,2,513,380,0,1,3132,1,16,1956,393,6070,1,959,218,8,1037,71,25,2,3401,44,20,8,320,13,41,29,69,4,17,34,2,71,1063,272,924,132,49,20,7,13,6,232,0,11,0,13,2,22,15,10,251,5.692,6.319,5.908
7246,0,3034,7,31,139,2,14,0,42,51,6733,0,2865,7941,24563,1,65,38,5924,3319,25,90204,20442,0,0,1,5,70,38,55,10522,6272,2,2,0,13,0,81,1747,790,3,132,1,14,14197,1,6,0,13,562,472,2,0,5,5,1974,259,6,101,29,0,30,2,184,1,0,2718,1,4,128,10706,2526,35,47,94,0,1,0,1727,6,4,10,0,41,2,21,4,2179,43,91,2,0,0,45,3,6,2797,51838,73,1,6776,0,6,6,6,5,107,4,1335,81,8,1089,0,6022,0,54,24,24,1140,1,9035,5,211,14,5151,0,27,0,0,3838,80,1,127,6086,15,56825,3,0,0,0,1,5,4,15302,1245,7,8,800,168,0,0,5,38,0,10513,5,35,204,230,0,48,2,1153,3,25,3,1639,66,3,1,6,10,1,397,439,8,0,0,732,34,137,110,27,108,9876,1,2,4,3,0,3,2,38,436,12,1847,164,4704,2507,6,29,6,5,1,95,16,79,183,4545,0,2,175,41,4143,5,1,0,57,156,6838,23,78,1,397,10,0,1,66,0,3,71,10,143,3,0,347,0,1,0,3,41,11,75,119,42,19,10,105,2,0,3,0,4,0,80,1281,3,72,102,49,356,238,124,0,4,30,40,3,1,0,0,2,1,34,0,0,9,4.463,6.497,6.704
3041,1,28,107,73,4,0,22,2,20,102,3515,0,4331,25,12476,51,184,24,2,5,51,29,2034,0,6,2,2,20,16858,18,60,22,68,27,16,17,5,362,8333,0,30,142,33,14,75,0,23,11,1,79,74,0,29,227,17,0,55,11,3,168,1,1,0,3,41,1,3601,0,9,6,5413,11,14,1518,355,14,0,14,84,25,26,18,2,4,1,89,19,0,41,14,3,0,5,15,18,8,592,27529,22,1,2797,2097,0,5,3,2,2,0,639,105,221,552,7,1077,1,13,0,202,3,3,73,73,27,18,188,13,11,0,1,15,3,9,591,11,102,32,2,1,2,0,25,0,17,4612,10,204,10,37559,28,0,7,2,24,3,142,7,76,0,417,0,183,2,1352,1,3,18,1161,29,7,240,5,14,0,179,572,21,1,53,0,49,6,206,41,66,3373,0,68,42,22,0,7,8,16,24,111,7024,13,751,9962,25,35,2,39,461,0,105,284,0,1213,0,5,422,49,44,41,1,1,83,297,228,10,290,3,55,376,4,0,427,2,106,275,95,249,171,1,173,5,192,37,71,147,31,55,14,57,134,15,0,177,4,7,0,23,97,2,21,24,2354,21877,18,124,80,27,20,19,10,6,143,0,9,0,9,20,20,147,801,19,3.481,5.474,8.012
1641,2,27,198,9,19,3,33,26,23,132,284,1,202,8,26371,0,29,200,10,53,59,8,2428,0,1,4,27,42,73,19,11,27,1,5,0,9,0,20,748,7,6,284,27,32,8,21,7,0,15,132,69,96,12,45,31,13,69,8,3,1126,0,355,1,1,12,1,883,2,13,23,2778,11,44,395,240,2,7,86,7,7,6,11,3,4,6,132,0,63,20,32,2,1,3,19,112,10,117,17003,16,3,103,15,0,28,11,0,37,1,12,1,3,105,2,272,0,5,7,175,17,1,7,754,23,30,89,55,2,85,10,9,14,4,45,4,101,1111,3,192,2,0,2,0,465,4209,1,11,172,2175,32,2,1,14,25,3,24,6,76,29,331,13,267,4,17,96,17,4,375,98,4,76,14,225,2,27,1346,4,0,4,8,63,36,2309,58,66,630,7,12,513,19,1,10,9,24,429,71,2497,6,90,627,4,75,1,3,13,1,13,105,0,279,0,13,342,28,48,8,14,0,2,416,7,1,32,34,172,9,14,0,96,4,10,425,27,2,0,147,328,5,0,1,2,99,5,32,3,203,4,26,0,7,0,2,0,0,1,2,1,13,20,3501,18,13,27,11,8,14,6,8,2,1,0,0,3,13,180,42,0,15,0.194,6.886,6.076
2347,0,782,196,19,94,3,16,20,141,34,6093,2,265,8,19644,5,539,407,13,886,68,619,309,2,31,6,19,23,186,1,1882,417,2,266,1,5,51,457,6382,33,5,109,209,182,34,0,21,0,0,1202,61,12,6,334,13,55,257,0,16,277,0,0,5,177,15,24,256,1,6,18,55,0,39,763,147,9,5,25969,4,42,15,2,0,5,2,3427,4,19,347,27,4,0,4,28,46,23,287,31389,86,15,92,8,3,17,6,2,43,6,15,0,135,708,2,5388,36,10,2,266,4,1,572,108,1,0,1487,7,0,0,19,35,3,10478,353,4331,15,3,472,1,6,0,11,0,21739,5325,445,397,234,20527,1513,0,8,2,40,9,23,21,55,8,4695,60,178,7,283,27,7,0,3706,788,76,114,105,285,0,390,1601,12,14,15,4,116,0,521,30,33,4842,7,20,2,0,0,0,61,8,9,42,53,1,7,141,4,10,1,338,588,4,167,23,110,2203,0,16,46,108,39,78,13,0,16,370,238,192,0,25,11,5,24,1157,321,0,463,437,353,0,5,0,1223,3,10,53,1,59,2,0,2,495,227,5,0,9,0,1,37,5,1,21,18,3,42,15606,11,67,132,63,3,0,8,9,9,1,61,0,26,26,28,99,475,1,4.297,6.152,5.735
9823,0,196,54,70,2,0,29,37,23,166,448,0,446,34,21770,0,79,17,17,9305,105,1052,205,1,2,1,8,22,94,45,51,83,2,138,16,11,1,119,5584,26,19,139,47,13,3,2,23,1,6,2958,320,3,2,66,28,0,164,8,9,98,0,208,1,165,244,0,17,0,0,68,181,119,18,217,510,11,3,1707,11,2,1,8,2,5,4,224,7,2,3,16,0,6,1,10,169,10,175,16925,3,2,161,2,1,11,9,1,34,2,5,3,15,49,4,92,4,115,0,71,13,63,1,77,6,249,124,10,2,0,3,11,16,17,174,411,114,7,0,0,31,0,0,3,6,5404,2,112,7,3231,55,1,4,12,76,3,18,11,41,17,32,0,7,2,9,0,45,1,527,352,10,609,22,9,4,22,17,0,0,57,0,56,13,2,15,134,200,0,77,48,2,0,5,37,393,359,7,388,41,145,401,72,73,44,2,482,2,192,26,4,156,0,10,52,39,50,27,0,0,60,1,13,30,3627,0,38,0,12,94,402,0,7,104,6,4,13,1,1182,6,1880,95,0,3,0,0,0,4126,28,30,4,65,0,43,0,32,17,0,1,2,3,5641,25,29,133,59,27,106,9,12,25,0,5,0,1,9,11,21,145,11,0.571,6.332,8.444
1655,1,4,61,34,2,1,29,1,47,168,8066,5,1920,32,5200,6,65,18,3,58,137,6,6250,0,2,0,43,24,277,28,584,22,80,34,29,95,7,211,23446,2,24,16,21,31,19,83,3,0,8,1846,321,7,9,187,46,2,53,3,507,127,0,2,8,16,13,0,621,0,2,9,522,88,41,461,245,3,2,331,1,43,13,15,1,4,1,90,8,23,41,4,0,3,0,14,506,10,797,14395,18,0,22,30,4,8,2,0,18,3,119,4,148,438,3,735,3,3,0,157,5,1,7,32,37,7,20,34,4,0,3,7,2,29,230,9,158,32,0,113,46,0,10,0,4,1861,0,340,4,16544,23,0,5,1,67,0,57,16,40,4,231,0,264,2,152,0,6,4,1045,122,22,266,19,1146,2,21,424,1,0,118,0,83,0,138,51,141,456,3,6,49,1,1,2,5,7,45,46,3160,15,681,763,32,25,2,5,217,1,12,750,0,185,0,2,267,52,50,36,2,1,5,126,1426,4,4,72,234,109,6,38,86,0,6,127,31,100,67,0,376,2,2,7,0,36,4,2,0,451,11,22,0,336,0,19,9,22,23,17,1,9,36,22884,10,236,19,21,21,9,9,31,76,0,10,0,16,18,39,79,7,9,4.812,4.346,8.651
12467,0,82,42,1,11,1,26,0,97,55,3909,1,3051,42,25173,1,304,189,2,113,34,19,17479,2,0,0,15,53,58,9,378,464,1,1562,0,37,1,3894,2770,2,14,40,10,42,1060,11,7,1,9,27,20,4,0,22,2,247,72,11,361,42,0,272,0,418,2,1,339,0,145,6,27897,705,8,1988,600,2,0,0,10,9,0,10,0,18,12,7591,1,2,586,9,2,0,0,26,18,21,1619,22420,19,1,265,2,37,17,0,2,136,0,839,71,73,365,2,3417,0,10,4,272,24,6,11,14,37,0,374,3,11,0,16,12,31,7839,35966,43,33,32,1,1,0,4,8,0,1767,5996,52,88,94,44596,47,2,23,2,90,113,5,118,158,4,102,1,125,4,773,2,10,12,1618,186,8,445,0,8,1,208,216,5,1,93,1,123,6,340,36,27,4195,1,31,46,0,0,4,39,38,447,43,232,35,44,301,33,9,1,28,12,0,5,35,2,1903,0,2,1853,99,25,4,19,0,11,179,82,41,1,44,29,254,3,3,3155,1,54,52,36,1100,145,1,1311,1,0,0,30,40,2,69,9,65,79,11,0,4,0,0,0,2,17,2,26,4,4,33389,10,942,1404,380,0,0,8,7,0,142,6,118,8,15,25,178,23,5,3.7,6.553,6.228
26891,2,3,201,344,3,1,36,593,15,13,26432,0,2290,5,18594,0,839,7,71,111,55,13,2682,1,9,2,61,37,216,56,245,14,6,3,48,8,7,46,16292,7,10,53,109,241,16,4,7,11,22,5737,47,0,97,211,47,0,359,5,43,186,173,1,1,18,1,7,76,15,4,27,2196,1,28,169,287,18,7,601,5,8,76,11,50,3,1,102,7,143,17,7,4,6,0,24,41,9,1446,15949,21,2,885,288,3,52,3,0,9,25,395,21,268,1072,16,717,0,215,1,142,3,3,3,541,23,13,213,19,1,4,33,8,0,6,37,1594,48,0,3,709,13,33,40,0,9,2845,0,16,93,13398,5,0,7,3,95,1,70,21,74,23,6359,8,385,0,311,14,1,73,899,124,12,25,520,1449,26,13,1651,4,5,0,0,30,0,155,123,61,379,18,5,17,0,3,5,12,175,7,34,18,3,53,249,5,9,28,3,398,0,30,17,49,244,0,9,47,43,19,19,35,1,12,216,18,29,133,186,64,11,6,423,482,0,1,1927,6,0,1423,9,421,1,1,52,5,6,17,38,1,285,12,7,4,171,190,42,48,34,24,29,96,24,3,695,8,619,69,29,22,2,9,12,364,2,65,0,43,18,27,6,70,1,6.556,6.216,6.251
1849,23,17,130,9,2,427,168,1,56,626,600,3,153,9,498,1,14,6,2,5,32,46,39,375,17,80,135,75,72,11,29,40,0,9,30,49,5,52,4246,4,6,7,18,1,6,2,76,0,10,1253,293,9,1,28,273,7,37,15,23,264,2,50,33,2,1,288,461,10,194,50,89,0,33,284,645,17,187,1,6,67,19,276,532,62,75,151,10,4,18,16,7,0,75,48,28,4,56,1188,0,766,299,39,1,829,80,114,80,32,0,0,67,151,9,174,53,19,0,357,10,445,13,30,7,91,24,42,1,0,14,1,0,2,111,1,74,3,2474,74,0,1,7,4,0,78,0,35,15,2819,101,93,15,3,73,29,8,28,502,30,323,42,709,17,54,3,5,34,237,496,197,12,3,1211,0,4,39,13,88,0,1,1212,3,9,155,73,28,8,43,13,0,3,1,43,0,237,166,28,0,274,912,45,27,14,4,34,1,18,157,0,15,49,81,462,96,23,1,49,34,1,6,34,1,3,26,43,11,11,0,271,18,2,117,1,1,10,1,1598,43,0,0,2,5,0,0,1,41,3,1,0,6,2,0,0,2,31,3,28,28,16,17,8,7,108,14,30,5,17,33,4,0,1,0,14,39,45,0,0,6,0.931,0.83,5.596
1558,6,5,259,5,13,1,2953,0,51,34,278,4,236,8,1285,0,16,6,8,32,35,6,51,24,22,5,40,171,86,66,103,54,1,3,24,98,21,50,2534,6,23,2,8,16,91,0,20,1,43,91,14,1,0,12,7,1,68,39,17,248,0,2,1,0,25,187,39,7,30,3,88,4,25,295,198,80,61,5,4,6580,1,895,0,7,12,189,62,0,10,274,4,62,159,28,95,4,51,953,1,6,286,35,0,49,43,3,116,8,3,0,76,99,11,294,0,2,0,187,3,0,0,17,0,0,62,2,1,3,12,6,0,3,345,0,45,0,0,45,26,0,4,2,3,186,5,76,28,2453,303,22,14,0,31,1,1,22,353,20,115,21,768,1,24,3,0,35,144,14,24,11,5,56,0,4,167,2,195,0,0,35,2,41,72,55,9,19,28,103,0,57,17,2,0,25,30,149,0,103,466,5,24,2,3,33,3,15,7,0,25,20,48,241,169,30,0,10,4,2,59,18,1,2,27,32,0,1137,0,74,177,0,21,32,49,0,28,80,1291,0,0,0,7,0,0,171,119,1,1,0,11,0,2,0,3,1,7,13,11,4,24,20,6,10,2,35,1,13,15,0,0,3,0,3,30,52,0,6,5,-0.514,1.845,6.296
4086,33,36,750,2,2,19,427,60,86,156,733,4,54,17,6386,60,155,40,6,19,97,199,65,106,73,74,413,90,269,26,177,112,0,17,22,25,16,96,13927,12,33,14,55,45,408,1,78,0,2,418,34,7,2,32,72,7,87,21,131,893,0,18,2,12,24,23,130,161,41,75,155,2,126,1043,1630,311,25,5,6,316,24,4,6,7,1,377,4,3,89,76,1,0,12,322,103,12,91,3786,0,4,303,58,0,85,21,9,234,20,9,1,43,312,248,976,39,13,7,662,5,1,204,92,0,5,43,1,2,0,15,7,1,0,9,3,128,1,1,1,3,5,27,0,3,407,0,340,7,8277,163,8,120,3,242,87,8,53,1620,40,353,179,2109,30,78,11,26,80,553,747,66,9,2,108,0,47,497,4,19,0,0,210,5,166,63,62,307,460,11,8,0,2,3,79,0,288,478,306,36,438,584,56,23,17,15,147,0,35,122,0,114,16,72,892,83,23,6,12,18,5,50,59,8,2,4,114,0,90,0,122,40,34,178,21,0,0,0,1757,2,2,1,0,59,2,0,6,113,16,3,4,104,0,16,0,22,0,13,23,128,33,52,14,21,7,16,14,2,12,20,5,0,5,0,30,66,37,0,50,7,1.136,4.421,6.176
